  1   1      2.2390810988E+00     2.2493994740E+00    -5.7093501015E+02
  1   2      2.2390810988E+00     2.1493994740E+00    -5.7093674820E+02
  1   3      2.2390810988E+00     2.0493994740E+00    -5.7093817261E+02
  1   4      2.2390810988E+00     1.9493994740E+00    -5.7093927884E+02
  1   5      2.2390810988E+00     1.8493994740E+00    -5.7094005780E+02
  1   6      2.2390810988E+00     1.7493994740E+00    -5.7094050576E+02
  1   7      2.2390810988E+00     1.6493994740E+00    -5.7094063102E+02
  1   8      2.2390810988E+00     1.5493994740E+00    -5.7094050891E+02
  1   9      2.2390810988E+00     1.4493994740E+00    -5.7094041660E+02
  1  10      2.2390810988E+00     1.3493994740E+00    -5.7094116591E+02
  1  11      2.2390810988E+00     1.2493994740E+00    -5.7094474521E+02
  1  12      2.2390810988E+00     1.1493994740E+00    -5.7095382192E+02
  1  13      2.2390810988E+00     1.0493994740E+00    -5.7096433253E+02
  1  14      2.2390810988E+00     9.4939947400E-01    -5.7095923927E+02
  2   1      2.1390810988E+00     2.2493994740E+00    -5.7093611248E+02
  2   2      2.1390810988E+00     2.1493994740E+00    -5.7093783939E+02
  2   3      2.1390810988E+00     2.0493994740E+00    -5.7093925052E+02
  2   4      2.1390810988E+00     1.9493994740E+00    -5.7094034114E+02
  2   5      2.1390810988E+00     1.8493994740E+00    -5.7094110138E+02
  2   6      2.1390810988E+00     1.7493994740E+00    -5.7094152793E+02
  2   7      2.1390810988E+00     1.6493994740E+00    -5.7094162845E+02
  2   8      2.1390810988E+00     1.5493994740E+00    -5.7094147912E+02
  2   9      2.1390810988E+00     1.4493994740E+00    -5.7094135676E+02
  2  10      2.1390810988E+00     1.3493994740E+00    -5.7094207552E+02
  2  11      2.1390810988E+00     1.2493994740E+00    -5.7094562510E+02
  2  12      2.1390810988E+00     1.1493994740E+00    -5.7095465855E+02
  2  13      2.1390810988E+00     1.0493994740E+00    -5.7096502700E+02
  2  14      2.1390810988E+00     9.4939947400E-01    -5.7096323388E+02
  3   1      2.0390810988E+00     2.2493994740E+00    -5.7093686605E+02
  3   2      2.0390810988E+00     2.1493994740E+00    -5.7093846710E+02
  3   3      2.0390810988E+00     2.0493994740E+00    -5.7093996802E+02
  3   4      2.0390810988E+00     1.9493994740E+00    -5.7094103571E+02
  3   5      2.0390810988E+00     1.8493994740E+00    -5.7094176928E+02
  3   6      2.0390810988E+00     1.7493994740E+00    -5.7094216465E+02
  3   7      2.0390810988E+00     1.6493994740E+00    -5.7094223027E+02
  3   8      2.0390810988E+00     1.5493994740E+00    -5.7094204177E+02
  3   9      2.0390810988E+00     1.4493994740E+00    -5.7094187721E+02
  3  10      2.0390810988E+00     1.3493994740E+00    -5.7094255203E+02
  3  11      2.0390810988E+00     1.2493994740E+00    -5.7094606207E+02
  3  12      2.0390810988E+00     1.1493994740E+00    -5.7095505138E+02
  3  13      2.0390810988E+00     1.0493994740E+00    -5.7096533429E+02
  3  14      2.0390810988E+00     9.4939947400E-01    -5.7096921951E+02
  4   1      1.9390810988E+00     2.2493994740E+00    -5.7093725771E+02
  4   2      1.9390810988E+00     2.1493994740E+00    -5.7093892712E+02
  4   3      1.9390810988E+00     2.0493994740E+00    -5.7094030789E+02
  4   4      1.9390810988E+00     1.9493994740E+00    -5.7094134354E+02
  4   5      1.9390810988E+00     1.8493994740E+00    -5.7094203941E+02
  4   6      1.9390810988E+00     1.7493994740E+00    -5.7094239128E+02
  4   7      1.9390810988E+00     1.6493994740E+00    -5.7094240779E+02
  4   8      1.9390810988E+00     1.5493994740E+00    -5.7094216431E+02
  4   9      1.9390810988E+00     1.4493994740E+00    -5.7094194023E+02
  4  10      1.9390810988E+00     1.3493994740E+00    -5.7094255335E+02
  4  11      1.9390810988E+00     1.2493994740E+00    -5.7094600774E+02
  4  12      1.9390810988E+00     1.1493994740E+00    -5.7095494919E+02
  4  13      1.9390810988E+00     1.0493994740E+00    -5.7096517021E+02
  4  14      1.9390810988E+00     9.4939947400E-01    -5.7096616510E+02
  5   1      1.8390810988E+00     2.2493994740E+00    -5.7093727140E+02
  5   2      1.8390810988E+00     2.1493994740E+00    -5.7093900453E+02
  5   3      1.8390810988E+00     2.0493994740E+00    -5.7094025083E+02
  5   4      1.8390810988E+00     1.9493994740E+00    -5.7094124108E+02
  5   5      1.8390810988E+00     1.8493994740E+00    -5.7094188473E+02
  5   6      1.8390810988E+00     1.7493994740E+00    -5.7094217655E+02
  5   7      1.8390810988E+00     1.6493994740E+00    -5.7094212452E+02
  5   8      1.8390810988E+00     1.5493994740E+00    -5.7094180451E+02
  5   9      1.8390810988E+00     1.4493994740E+00    -5.7094149636E+02
  5  10      1.8390810988E+00     1.3493994740E+00    -5.7094202203E+02
  5  11      1.8390810988E+00     1.2493994740E+00    -5.7094539708E+02
  5  12      1.8390810988E+00     1.1493994740E+00    -5.7095428076E+02
  5  13      1.8390810988E+00     1.0493994740E+00    -5.7096446421E+02
  5  14      1.8390810988E+00     9.4939947400E-01    -5.7096538372E+02
  6   1      1.7390810988E+00     2.2493994740E+00    -5.7093689435E+02
  6   2      1.7390810988E+00     2.1493994740E+00    -5.7093868668E+02
  6   3      1.7390810988E+00     2.0493994740E+00    -5.7093977805E+02
  6   4      1.7390810988E+00     1.9493994740E+00    -5.7094064735E+02
  6   5      1.7390810988E+00     1.8493994740E+00    -5.7094127928E+02
  6   6      1.7390810988E+00     1.7493994740E+00    -5.7094148802E+02
  6   7      1.7390810988E+00     1.6493994740E+00    -5.7094134077E+02
  6   8      1.7390810988E+00     1.5493994740E+00    -5.7094091282E+02
  6   9      1.7390810988E+00     1.4493994740E+00    -5.7094048530E+02
  6  10      1.7390810988E+00     1.3493994740E+00    -5.7094088546E+02
  6  11      1.7390810988E+00     1.2493994740E+00    -5.7094414467E+02
  6  12      1.7390810988E+00     1.1493994740E+00    -5.7095295205E+02
  6  13      1.7390810988E+00     1.0493994740E+00    -5.7096312068E+02
  6  14      1.7390810988E+00     9.4939947400E-01    -5.7096398337E+02
  7   1      1.6390810988E+00     2.2493994740E+00    -5.7093613395E+02
  7   2      1.6390810988E+00     2.1493994740E+00    -5.7093797935E+02
  7   3      1.6390810988E+00     2.0493994740E+00    -5.7093905199E+02
  7   4      1.6390810988E+00     1.9493994740E+00    -5.7093977848E+02
  7   5      1.6390810988E+00     1.8493994740E+00    -5.7094021275E+02
  7   6      1.6390810988E+00     1.7493994740E+00    -5.7094030720E+02
  7   7      1.6390810988E+00     1.6493994740E+00    -5.7094002642E+02
  7   8      1.6390810988E+00     1.5493994740E+00    -5.7093944531E+02
  7   9      1.6390810988E+00     1.4493994740E+00    -5.7093884620E+02
  7  10      1.6390810988E+00     1.3493994740E+00    -5.7093906166E+02
  7  11      1.6390810988E+00     1.2493994740E+00    -5.7094214692E+02
  7  12      1.6390810988E+00     1.1493994740E+00    -5.7095085924E+02
  7  13      1.6390810988E+00     1.0493994740E+00    -5.7096100365E+02
  7  14      1.6390810988E+00     9.4939947400E-01    -5.7096180984E+02
  8   1      1.5390810988E+00     2.2493994740E+00    -5.7093562172E+02
  8   2      1.5390810988E+00     2.1493994740E+00    -5.7093695249E+02
  8   3      1.5390810988E+00     2.0493994740E+00    -5.7093793135E+02
  8   4      1.5390810988E+00     1.9493994740E+00    -5.7093854492E+02
  8   5      1.5390810988E+00     1.8493994740E+00    -5.7093873993E+02
  8   6      1.5390810988E+00     1.7493994740E+00    -5.7093861438E+02
  8   7      1.5390810988E+00     1.6493994740E+00    -5.7093820924E+02
  8   8      1.5390810988E+00     1.5493994740E+00    -5.7093740727E+02
  8   9      1.5390810988E+00     1.4493994740E+00    -5.7093655417E+02
  8  10      1.5390810988E+00     1.3493994740E+00    -5.7093648973E+02
  8  11      1.5390810988E+00     1.2493994740E+00    -5.7093930151E+02
  8  12      1.5390810988E+00     1.1493994740E+00    -5.7094789757E+02
  8  13      1.5390810988E+00     1.0493994740E+00    -5.7095796183E+02
  8  14      1.5390810988E+00     9.4939947400E-01    -5.7095871233E+02
  9   1      1.4390810988E+00     2.2493994740E+00    -5.7093463521E+02
  9   2      1.4390810988E+00     2.1493994740E+00    -5.7093587167E+02
  9   3      1.4390810988E+00     2.0493994740E+00    -5.7093673543E+02
  9   4      1.4390810988E+00     1.9493994740E+00    -5.7093720769E+02
  9   5      1.4390810988E+00     1.8493994740E+00    -5.7093726586E+02
  9   6      1.4390810988E+00     1.7493994740E+00    -5.7093688565E+02
  9   7      1.4390810988E+00     1.6493994740E+00    -5.7093611302E+02
  9   8      1.4390810988E+00     1.5493994740E+00    -5.7093498907E+02
  9   9      1.4390810988E+00     1.4493994740E+00    -5.7093374966E+02
  9  10      1.4390810988E+00     1.3493994740E+00    -5.7093324153E+02
