  9  11      1.4390810988E+00     1.2493994740E+00    -5.7093559852E+02
  9  12      1.4390810988E+00     1.1493994740E+00    -5.7094395936E+02
  9  13      1.4390810988E+00     1.0493994740E+00    -5.7095389978E+02
  9  14      1.4390810988E+00     9.4939947400E-01    -5.7095458650E+02
 10   1      1.3390810988E+00     2.2493994740E+00    -5.7093438555E+02
 10   2      1.3390810988E+00     2.1493994740E+00    -5.7093551362E+02
 10   3      1.3390810988E+00     2.0493994740E+00    -5.7093624286E+02
 10   4      1.3390810988E+00     1.9493994740E+00    -5.7093654642E+02
 10   5      1.3390810988E+00     1.8493994740E+00    -5.7093639038E+02
 10   6      1.3390810988E+00     1.7493994740E+00    -5.7093573472E+02
 10   7      1.3390810988E+00     1.6493994740E+00    -5.7093450421E+02
 10   8      1.3390810988E+00     1.5493994740E+00    -5.7093291637E+02
 10   9      1.3390810988E+00     1.4493994740E+00    -5.7093107836E+02
 10  10      1.3390810988E+00     1.3493994740E+00    -5.7092982758E+02
 10  11      1.3390810988E+00     1.2493994740E+00    -5.7093136347E+02
 10  12      1.3390810988E+00     1.1493994740E+00    -5.7093921199E+02
 10  13      1.3390810988E+00     1.0493994740E+00    -5.7094894528E+02
 10  14      1.3390810988E+00     9.4939947400E-01    -5.7094954528E+02
 11   1      1.2390810988E+00     2.2493994740E+00    -5.7093679231E+02
 11   2      1.2390810988E+00     2.1493994740E+00    -5.7093780358E+02
 11   3      1.2390810988E+00     2.0493994740E+00    -5.7093838771E+02
 11   4      1.2390810988E+00     1.9493994740E+00    -5.7093850762E+02
 11   5      1.2390810988E+00     1.8493994740E+00    -5.7093811367E+02
 11   6      1.2390810988E+00     1.7493994740E+00    -5.7093714167E+02
 11   7      1.2390810988E+00     1.6493994740E+00    -5.7093552824E+02
 11   8      1.2390810988E+00     1.5493994740E+00    -5.7093322559E+02
 11   9      1.2390810988E+00     1.4493994740E+00    -5.7093050934E+02
 11  10      1.2390810988E+00     1.3493994740E+00    -5.7092799639E+02
 11  11      1.2390810988E+00     1.2493994740E+00    -5.7092789777E+02
 11  12      1.2390810988E+00     1.1493994740E+00    -5.7093450542E+02
 11  13      1.2390810988E+00     1.0493994740E+00    -5.7094382623E+02
 11  14      1.2390810988E+00     9.4939947400E-01    -5.7094428313E+02
 12   1      1.1390810988E+00     2.2493994740E+00    -5.7094475667E+02
 12   2      1.1390810988E+00     2.1493994740E+00    -5.7094565802E+02
 12   3      1.1390810988E+00     2.0493994740E+00    -5.7094611264E+02
 12   4      1.1390810988E+00     1.9493994740E+00    -5.7094607421E+02
 12   5      1.1390810988E+00     1.8493994740E+00    -5.7094547918E+02
 12   6      1.1390810988E+00     1.7493994740E+00    -5.7094418214E+02
 12   7      1.1390810988E+00     1.6493994740E+00    -5.7094225670E+02
 12   8      1.1390810988E+00     1.5493994740E+00    -5.7093953964E+02
 12   9      1.1390810988E+00     1.4493994740E+00    -5.7093594388E+02
 12  10      1.1390810988E+00     1.3493994740E+00    -5.7093190394E+02
 12  11      1.1390810988E+00     1.2493994740E+00    -5.7092900001E+02
 12  12      1.1390810988E+00     1.1493994740E+00    -5.7093218646E+02
 12  13      1.1390810988E+00     1.0493994740E+00    -5.7094046044E+02
 12  14      1.1390810988E+00     9.4939947400E-01    -5.7094062347E+02
 13   1      1.0390810988E+00     2.2493994740E+00    -5.7095503721E+02
 13   2      1.0390810988E+00     2.1493994740E+00    -5.7095584839E+02
 13   3      1.0390810988E+00     2.0493994740E+00    -5.7095621057E+02
 13   4      1.0390810988E+00     1.9493994740E+00    -5.7095607300E+02
 13   5      1.0390810988E+00     1.8493994740E+00    -5.7095536595E+02
 13   6      1.0390810988E+00     1.7493994740E+00    -5.7095419199E+02
 13   7      1.0390810988E+00     1.6493994740E+00    -5.7095212840E+02
 13   8      1.0390810988E+00     1.5493994740E+00    -5.7094914053E+02
 13   9      1.0390810988E+00     1.4493994740E+00    -5.7094517807E+02
 13  10      1.0390810988E+00     1.3493994740E+00    -5.7094048648E+02
 13  11      1.0390810988E+00     1.2493994740E+00    -5.7093613051E+02
 13  12      1.0390810988E+00     1.1493994740E+00    -5.7093518274E+02
 13  13      1.0390810988E+00     1.0493994740E+00    -5.7094082716E+02
 13  14      1.0390810988E+00     9.4939947400E-01    -5.7094037569E+02
 14   1      9.3908109879E-01     2.2493994740E+00    -5.7095726635E+02
 14   2      9.3908109879E-01     2.1493994740E+00    -5.7095800840E+02
 14   3      9.3908109879E-01     2.0493994740E+00    -5.7095830758E+02
 14   4      9.3908109879E-01     1.9493994740E+00    -5.7095810914E+02
 14   5      9.3908109879E-01     1.8493994740E+00    -5.7095758847E+02
 14   6      9.3908109879E-01     1.7493994740E+00    -5.7095625304E+02
 14   7      9.3908109879E-01     1.6493994740E+00    -5.7095411076E+02
 14   8      9.3908109879E-01     1.5493994740E+00    -5.7095102518E+02
 14   9      9.3908109879E-01     1.4493994740E+00    -5.7094692763E+02
 14  10      9.3908109879E-01     1.3493994740E+00    -5.7094202363E+02
 14  11      9.3908109879E-01     1.2493994740E+00    -5.7093726008E+02
 14  12      9.3908109879E-01     1.1493994740E+00    -5.7093521289E+02
 14  13      9.3908109879E-01     1.0493994740E+00    -5.7093862656E+02
 14  14      9.3908109879E-01     9.4939947400E-01    -5.7093751946E+02
