-0.072903422,-0.064297545,-0.040982001,-0.001150226,0.057205438,0.135724749,0.234942683,0.353985483,0.491158695,0.644581466,0.812709006
-0.102504527,-0.097036125,-0.077433032,-0.041542012,0.013442159,0.090149191,0.189532299,0.310178667,0.449386747,0.604624519,0.773998068
-0.119556551,-0.117305896,-0.101887917,-0.07093114,-0.020603384,0.053683194,0.153940876,0.27749315,0.419816935,0.577478698,0.748398127
-0.122705454,-0.123393903,-0.112310428,-0.08738288,-0.043972806,0.02641465,0.129067208,0.257750463,0.404397595,0.564862677,0.737301319
-0.11034903,-0.113047857,-0.105471114,-0.086683547,-0.053447271,0.008478256,0.117942099,0.255012451,0.406412055,0.569188201,0.742505227
-0.080934051,-0.083890297,-0.077321193,-0.061180479,-0.035421624,0,0.133689608,0.277121714,0.430323801,0.593241174,0.765894241
-0.033330428,-0.034327453,-0.025180341,-0.004984312,0.029374434,0.090776414,0.19712428,0.331142602,0.479583238,0.639180003,0.809040365
0.032755179,0.035616457,0.050002852,0.077793039,0.123031175,0.192521471,0.290747278,0.413387425,0.553583824,0.70728143,0.872501704
0.116773641,0.124524264,0.144926556,0.179922321,0.232347804,0.305350276,0.400372213,0.515871544,0.648660183,0.795893721,0.955651307
0.217720044,0.230543144,0.256549896,0.297266313,0.35439828,0.429432083,0.522886915,0.634034328,0.761256875,0.902801598,1.057163978
0.334549469,0.352120686,0.382947121,0.428076411,0.488499325,0.564937236,0.657557494,0.765919276,0.889112631,1.026045021,1.175626904
