# Table Format
       X/Y           2.2493994740E+00     2.1493994740E+00     2.0493994740E+00     1.9493994740E+00     1.8493994740E+00     1.7493994740E+00     1.6493994740E+00     1.5493994740E+00     1.4493994740E+00     1.3493994740E+00     1.2493994740E+00     1.1493994740E+00     1.0493994740E+00     9.4939947400E-01
2.2390810988E+00    -5.7093501015E+02    -5.7093674820E+02    -5.7093817261E+02    -5.7093927884E+02    -5.7094005780E+02    -5.7094050576E+02    -5.7094063102E+02    -5.7094050891E+02    -5.7094041660E+02    -5.7094116591E+02    -5.7094474521E+02    -5.7095382192E+02    -5.7096433253E+02    -5.7095923927E+02
2.1390810988E+00    -5.7093611248E+02    -5.7093783939E+02    -5.7093925052E+02    -5.7094034114E+02    -5.7094110138E+02    -5.7094152793E+02    -5.7094162845E+02    -5.7094147912E+02    -5.7094135676E+02    -5.7094207552E+02    -5.7094562510E+02    -5.7095465855E+02    -5.7096502700E+02    -5.7096323388E+02
2.0390810988E+00    -5.7093686605E+02    -5.7093846710E+02    -5.7093996802E+02    -5.7094103571E+02    -5.7094176928E+02    -5.7094216465E+02    -5.7094223027E+02    -5.7094204177E+02    -5.7094187721E+02    -5.7094255203E+02    -5.7094606207E+02    -5.7095505138E+02    -5.7096533429E+02    -5.7096921951E+02
1.9390810988E+00    -5.7093725771E+02    -5.7093892712E+02    -5.7094030789E+02    -5.7094134354E+02    -5.7094203941E+02    -5.7094239128E+02    -5.7094240779E+02    -5.7094216431E+02    -5.7094194023E+02    -5.7094255335E+02    -5.7094600774E+02    -5.7095494919E+02    -5.7096517021E+02    -5.7096616510E+02
1.8390810988E+00    -5.7093727140E+02    -5.7093900453E+02    -5.7094025083E+02    -5.7094124108E+02    -5.7094188473E+02    -5.7094217655E+02    -5.7094212452E+02    -5.7094180451E+02    -5.7094149636E+02    -5.7094202203E+02    -5.7094539708E+02    -5.7095428076E+02    -5.7096446421E+02    -5.7096538372E+02
1.7390810988E+00    -5.7093689435E+02    -5.7093868668E+02    -5.7093977805E+02    -5.7094064735E+02    -5.7094127928E+02    -5.7094148802E+02    -5.7094134077E+02    -5.7094091282E+02    -5.7094048530E+02    -5.7094088546E+02    -5.7094414467E+02    -5.7095295205E+02    -5.7096312068E+02    -5.7096398337E+02
1.6390810988E+00    -5.7093613395E+02    -5.7093797935E+02    -5.7093905199E+02    -5.7093977848E+02    -5.7094021275E+02    -5.7094030720E+02    -5.7094002642E+02    -5.7093944531E+02    -5.7093884620E+02    -5.7093906166E+02    -5.7094214692E+02    -5.7095085924E+02    -5.7096100365E+02    -5.7096180984E+02
1.5390810988E+00    -5.7093562172E+02    -5.7093695249E+02    -5.7093793135E+02    -5.7093854492E+02    -5.7093873993E+02    -5.7093861438E+02    -5.7093820924E+02    -5.7093740727E+02    -5.7093655417E+02    -5.7093648973E+02    -5.7093930151E+02    -5.7094789757E+02    -5.7095796183E+02    -5.7095871233E+02
1.4390810988E+00    -5.7093463521E+02    -5.7093587167E+02    -5.7093673543E+02    -5.7093720769E+02    -5.7093726586E+02    -5.7093688565E+02    -5.7093611302E+02    -5.7093498907E+02    -5.7093374966E+02    -5.7093324153E+02    -5.7093559852E+02    -5.7094395936E+02    -5.7095389978E+02    -5.7095458650E+02
1.3390810988E+00    -5.7093438555E+02    -5.7093551362E+02    -5.7093624286E+02    -5.7093654642E+02    -5.7093639038E+02    -5.7093573472E+02    -5.7093450421E+02    -5.7093291637E+02    -5.7093107836E+02    -5.7092982758E+02    -5.7093136347E+02    -5.7093921199E+02    -5.7094894528E+02    -5.7094954528E+02
1.2390810988E+00    -5.7093679231E+02    -5.7093780358E+02    -5.7093838771E+02    -5.7093850762E+02    -5.7093811367E+02    -5.7093714167E+02    -5.7093552824E+02    -5.7093322559E+02    -5.7093050934E+02    -5.7092799639E+02    -5.7092789777E+02    -5.7093450542E+02    -5.7094382623E+02    -5.7094428313E+02
1.1390810988E+00    -5.7094475667E+02    -5.7094565802E+02    -5.7094611264E+02    -5.7094607421E+02    -5.7094547918E+02    -5.7094418214E+02    -5.7094225670E+02    -5.7093953964E+02    -5.7093594388E+02    -5.7093190394E+02    -5.7092900001E+02    -5.7093218646E+02    -5.7094046044E+02    -5.7094062347E+02
1.0390810988E+00    -5.7095503721E+02    -5.7095584839E+02    -5.7095621057E+02    -5.7095607300E+02    -5.7095536595E+02    -5.7095419199E+02    -5.7095212840E+02    -5.7094914053E+02    -5.7094517807E+02    -5.7094048648E+02    -5.7093613051E+02    -5.7093518274E+02    -5.7094082716E+02    -5.7094037569E+02
9.3908109879E-01    -5.7095726635E+02    -5.7095800840E+02    -5.7095830758E+02    -5.7095810914E+02    -5.7095758847E+02    -5.7095625304E+02    -5.7095411076E+02    -5.7095102518E+02    -5.7094692763E+02    -5.7094202363E+02    -5.7093726008E+02    -5.7093521289E+02    -5.7093862656E+02    -5.7093751946E+02

