-0.594175069,-0.580800938,-0.540458949,-0.460192666,-0.376284409,-0.291669745,-0.206874124,-0.121002021,-0.032209046,0.061449328,0.161645784
-0.603931989,-0.587215753,-0.512204808,-0.426972173,-0.340308762,-0.254906599,-0.171632912,-0.088998149,-0.004215862,0.085353454,0.181661402
-0.606102642,-0.560150479,-0.474884917,-0.384941988,-0.294249385,-0.207328827,-0.126124295,-0.047871928,0.03201013,0.117066708,0.209424649
-0.600262259,-0.521607707,-0.431872946,-0.336148955,-0.239050788,-0.148991395,-0.071211417,0.000603005,0.074555154,0.154909602,0.243539853
-0.56364796,-0.47965045,-0.386367594,-0.28466553,-0.177787042,-0.079882058,-0.009798825,0.052479634,0.120251258,0.196558555,0.28229569
-0.521114637,-0.436602015,-0.342195872,-0.237935937,-0.123858674,0,0.045135821,0.100030739,0.164752238,0.239333515,0.323851307
-0.476584269,-0.393740795,-0.301737963,-0.201544227,-0.096255702,0.001214717,0.073039751,0.136449388,0.204793813,0.281276078,0.366862462
-0.429926514,-0.350640114,-0.263656153,-0.171017662,-0.076747305,0.012327581,0.091710037,0.165737562,0.241263619,0.322380531,0.411020034
-0.380132373,-0.305410957,-0.224219759,-0.138678002,-0.051692136,0.033589208,0.115693621,0.196172969,0.278173162,0.364541602,0.45721329
-0.325648076,-0.255683757,-0.17987715,-0.099946656,-0.017708907,0.065313074,0.148563087,0.232757064,0.31946755,0.410433084,0.50711165
-0.264798759,-0.199333845,-0.12812787,-0.052508206,0.026400228,0.107824084,0.191532065,0.277921457,0.367862753,0.462414749,0.562585355
